CustomerID,Date,LoB,Channel,Product,SalesQty,SalesAmount,CustomerSegment,CostPerUnit,TotalCost
C153,2025-05-20,Insurance,Online,TravelCare,5,18025,Individual,758,3790
C088,2023-10-27,Banking,Branch,LoanX,9,21231,Individual,1244,11196
C064,2023-11-23,Insurance,Online,HealthPlus,3,9417,Corporate,1493,4479
C004,2025-06-09,Banking,Branch,CreditLine,7,11018,SME,1340,9380
C066,2024-05-16,Banking,Online,SavingsPro,8,18952,Corporate,1216,9728
C187,2023-01-26,Investment,Online,EquityMax,9,14130,Corporate,1113,10017
C209,2023-11-15,Banking,Agent,CreditLine,19,34789,Individual,1340,25460
C030,2025-06-14,Banking,Agent,CreditLine,13,48919,Corporate,1340,17420
C060,2024-05-01,Banking,Branch,SavingsPro,20,44340,Individual,1216,24320
C053,2023-11-14,Banking,Online,LoanX,19,51015,Corporate,1244,23636
C220,2024-06-13,Investment,Branch,BondSafe,19,57266,Corporate,758,14402
C150,2023-08-28,Investment,Online,BondSafe,4,5608,Individual,758,3032
C061,2024-01-27,Investment,Online,BondSafe,13,45669,Individual,758,9854
C077,2023-07-20,Insurance,Agent,LifeSecure,14,12054,Corporate,1362,19068
C007,2023-12-26,Banking,Online,LoanX,3,4413,Individual,1244,3732
C010,2024-09-21,Investment,Branch,GrowthFund,12,31944,Corporate,1077,12924
C040,2025-06-16,Insurance,Agent,LifeSecure,10,23580,Individual,1362,13620
C073,2023-03-14,Insurance,Online,LifeSecure,19,41895,SME,1362,25878
C008,2023-06-27,Investment,Agent,GrowthFund,20,65660,Individual,1077,21540
C047,2023-11-25,Banking,Online,CreditLine,20,72580,Corporate,1340,26800
C250,2025-06-04,Insurance,Branch,LifeSecure,6,17460,Corporate,1362,8172
C040,2024-05-16,Investment,Online,BondSafe,11,42460,Individual,758,8338
C147,2025-06-14,Banking,Online,LoanX,14,54670,Individual,1244,17416
C229,2024-02-16,Insurance,Online,LifeSecure,9,20961,Corporate,1362,12258
C277,2024-06-28,Investment,Online,EquityMax,15,41550,Corporate,1113,16695
C172,2024-05-29,Investment,Branch,GrowthFund,6,14196,SME,1077,6462
C288,2023-06-15,Insurance,Branch,HealthPlus,1,3681,Individual,1493,1493
C122,2024-05-15,Banking,Agent,SavingsPro,13,38792,SME,1216,15808
C247,2023-09-21,Insurance,Online,TravelCare,11,32219,SME,758,8338
C106,2023-09-13,Insurance,Online,HealthPlus,18,60156,Corporate,1493,26874
C169,2024-02-07,Insurance,Agent,HealthPlus,16,15168,Corporate,1493,23888
C058,2023-10-15,Banking,Online,SavingsPro,12,38508,Individual,1216,14592
C130,2023-07-28,Investment,Branch,GrowthFund,9,19377,SME,1077,9693
C121,2024-08-22,Insurance,Online,TravelCare,14,28392,Corporate,758,10612
C011,2024-01-15,Investment,Online,GrowthFund,14,18690,SME,1077,15078
C049,2025-04-16,Insurance,Branch,LifeSecure,9,33210,SME,1362,12258
C166,2024-07-25,Insurance,Agent,TravelCare,3,10623,Corporate,758,2274
C091,2023-09-24,Insurance,Branch,LifeSecure,5,16080,Corporate,1362,6810
C138,2023-03-25,Insurance,Agent,LifeSecure,18,61398,Individual,1362,24516
C296,2024-04-09,Investment,Agent,BondSafe,17,15079,Corporate,758,12886
C079,2023-12-12,Banking,Agent,LoanX,1,1534,Corporate,1244,1244
C266,2025-01-26,Insurance,Branch,HealthPlus,6,23292,Corporate,1493,8958
C096,2025-01-16,Insurance,Branch,HealthPlus,16,54464,Corporate,1493,23888
C274,2024-12-19,Investment,Branch,GrowthFund,18,56682,Corporate,1077,19386
C158,2023-01-12,Investment,Online,BondSafe,3,4452,Individual,758,2274
C084,2024-11-17,Banking,Branch,SavingsPro,5,8040,Corporate,1216,6080
C268,2023-07-25,Insurance,Online,HealthPlus,4,15284,Individual,1493,5972
C126,2024-08-24,Insurance,Branch,LifeSecure,10,34820,Corporate,1362,13620
C157,2023-11-08,Investment,Branch,BondSafe,20,20300,SME,758,15160
C240,2024-12-15,Investment,Agent,GrowthFund,11,17996,Corporate,1077,11847
C065,2025-02-07,Insurance,Online,TravelCare,9,13068,Individual,758,6822
C264,2025-05-17,Insurance,Branch,HealthPlus,1,1854,SME,1493,1493
C135,2023-10-05,Insurance,Online,HealthPlus,10,6370,Individual,1493,14930
C226,2024-06-05,Investment,Branch,BondSafe,9,29268,SME,758,6822
C045,2024-06-18,Investment,Agent,BondSafe,14,9212,Individual,758,10612
C040,2025-04-16,Banking,Branch,CreditLine,20,13920,Corporate,1340,26800
C295,2023-03-18,Investment,Agent,GrowthFund,7,17318,Individual,1077,7539
C280,2025-06-09,Investment,Agent,GrowthFund,20,73580,SME,1077,21540
C123,2023-02-11,Banking,Online,LoanX,7,20139,Corporate,1244,8708
C103,2023-06-15,Banking,Online,SavingsPro,18,53010,Corporate,1216,21888
C072,2025-04-30,Insurance,Online,HealthPlus,10,30750,Corporate,1493,14930
C299,2024-12-02,Insurance,Online,LifeSecure,12,28164,Corporate,1362,16344
C146,2023-04-26,Banking,Agent,SavingsPro,8,18240,Corporate,1216,9728
C143,2023-07-27,Banking,Branch,LoanX,13,46202,Corporate,1244,16172
C133,2023-02-24,Insurance,Branch,LifeSecure,2,1010,SME,1362,2724
C037,2024-01-02,Investment,Branch,EquityMax,7,15750,Corporate,1113,7791
C027,2025-06-18,Banking,Agent,SavingsPro,20,22220,SME,1216,24320
C226,2024-10-07,Insurance,Online,TravelCare,12,25632,Corporate,758,9096
C004,2023-01-24,Banking,Online,CreditLine,2,1938,Individual,1340,2680
C142,2023-12-17,Investment,Branch,BondSafe,16,29296,Individual,758,12128
C148,2025-04-07,Insurance,Branch,LifeSecure,20,40880,Individual,1362,27240
C295,2024-06-17,Insurance,Branch,HealthPlus,17,50609,Corporate,1493,25381
C271,2024-12-15,Investment,Agent,BondSafe,11,32494,Corporate,758,8338
C075,2024-04-04,Investment,Online,BondSafe,8,4600,SME,758,6064
C262,2024-02-04,Insurance,Agent,HealthPlus,11,13805,Corporate,1493,16423
C014,2025-06-02,Investment,Online,EquityMax,1,3544,Corporate,1113,1113
C202,2024-08-15,Banking,Agent,CreditLine,15,37500,SME,1340,20100
C085,2024-07-01,Investment,Agent,BondSafe,3,10578,SME,758,2274
C151,2024-04-09,Insurance,Agent,HealthPlus,11,19888,SME,1493,16423
C168,2023-05-05,Banking,Branch,CreditLine,10,8780,SME,1340,13400
C132,2025-01-18,Insurance,Online,HealthPlus,9,4716,SME,1493,13437
C278,2023-08-04,Insurance,Agent,HealthPlus,15,59070,Corporate,1493,22395
C131,2023-07-09,Banking,Online,CreditLine,5,9885,Corporate,1340,6700
C205,2023-08-24,Insurance,Agent,LifeSecure,8,20784,Corporate,1362,10896
C267,2024-01-11,Insurance,Online,LifeSecure,13,36946,Individual,1362,17706
C113,2023-08-24,Banking,Branch,SavingsPro,3,9927,Corporate,1216,3648
C056,2025-03-02,Insurance,Branch,HealthPlus,2,2098,Individual,1493,2986
C171,2023-07-11,Investment,Branch,BondSafe,2,2426,Corporate,758,1516
C006,2023-12-16,Banking,Agent,SavingsPro,11,12727,Corporate,1216,13376
C254,2023-03-11,Investment,Branch,EquityMax,7,6146,SME,1113,7791
C173,2025-05-04,Insurance,Branch,TravelCare,17,19720,SME,758,12886
C024,2023-11-04,Investment,Online,EquityMax,9,7830,Corporate,1113,10017
C019,2024-08-30,Insurance,Agent,HealthPlus,3,8079,Individual,1493,4479
C188,2024-06-11,Banking,Branch,CreditLine,8,23576,Individual,1340,10720
C035,2023-06-21,Banking,Agent,SavingsPro,6,10350,Individual,1216,7296
C160,2024-11-29,Insurance,Online,TravelCare,15,15375,Corporate,758,11370
C028,2024-06-25,Insurance,Online,TravelCare,1,3775,Corporate,758,758
C014,2023-12-31,Banking,Branch,CreditLine,9,13419,Individual,1340,12060
C189,2025-06-14,Insurance,Agent,HealthPlus,2,6542,SME,1493,2986
C063,2024-04-12,Banking,Online,CreditLine,2,7682,SME,1340,2680
C121,2025-03-21,Insurance,Online,HealthPlus,8,12912,Corporate,1493,11944
C251,2023-03-22,Insurance,Agent,LifeSecure,2,5070,SME,1362,2724
C040,2024-09-22,Investment,Online,GrowthFund,17,42262,Corporate,1077,18309
C251,2024-12-01,Investment,Agent,GrowthFund,11,10582,Corporate,1077,11847
C015,2023-05-05,Investment,Online,GrowthFund,7,23926,Corporate,1077,7539
C037,2023-12-07,Investment,Branch,BondSafe,4,7812,Individual,758,3032
C132,2024-07-10,Banking,Agent,SavingsPro,5,4185,SME,1216,6080
C052,2023-05-18,Banking,Branch,CreditLine,15,11955,SME,1340,20100
C243,2023-02-27,Investment,Online,EquityMax,6,14694,Corporate,1113,6678
C135,2023-05-13,Investment,Online,GrowthFund,9,8559,Corporate,1077,9693
C218,2023-09-26,Insurance,Branch,TravelCare,1,3070,Individual,758,758
C192,2024-02-12,Banking,Agent,CreditLine,5,12140,SME,1340,6700
C059,2025-05-14,Banking,Online,LoanX,5,12745,SME,1244,6220
C194,2024-07-23,Banking,Branch,SavingsPro,12,19152,Individual,1216,14592
C010,2024-07-13,Banking,Online,CreditLine,18,23148,Individual,1340,24120
C206,2025-01-27,Investment,Online,GrowthFund,11,37257,SME,1077,11847
C289,2025-04-08,Banking,Branch,CreditLine,16,53648,Individual,1340,21440
C010,2023-12-20,Banking,Branch,LoanX,6,9114,Corporate,1244,7464
C066,2023-09-25,Insurance,Online,LifeSecure,17,45509,Corporate,1362,23154
C148,2025-02-08,Insurance,Online,HealthPlus,4,6268,Individual,1493,5972
C174,2024-11-13,Insurance,Online,HealthPlus,7,21812,Individual,1493,10451
C198,2023-09-28,Insurance,Agent,LifeSecure,12,35700,Individual,1362,16344
C229,2024-01-18,Banking,Online,SavingsPro,1,2372,SME,1216,1216
C144,2024-12-27,Banking,Agent,SavingsPro,7,17122,Corporate,1216,8512
C002,2023-07-14,Insurance,Online,TravelCare,7,10577,SME,758,5306
C093,2024-11-18,Banking,Agent,LoanX,15,21150,SME,1244,18660
C288,2024-08-12,Insurance,Agent,TravelCare,1,793,Corporate,758,758
C292,2023-04-05,Investment,Branch,EquityMax,18,42948,Corporate,1113,20034
C268,2023-09-03,Investment,Online,GrowthFund,14,26362,Corporate,1077,15078
C127,2025-05-24,Insurance,Online,TravelCare,19,39349,SME,758,14402
C103,2024-08-18,Investment,Branch,EquityMax,11,30514,Corporate,1113,12243
C032,2023-10-25,Banking,Online,LoanX,6,16830,Corporate,1244,7464
C027,2025-06-06,Insurance,Agent,HealthPlus,13,20436,SME,1493,19409
C128,2025-01-02,Banking,Branch,SavingsPro,9,33264,Corporate,1216,10944
C154,2025-05-11,Insurance,Agent,HealthPlus,15,18300,Individual,1493,22395
C055,2023-10-17,Investment,Online,BondSafe,18,68652,Individual,758,13644
C146,2024-05-06,Banking,Online,CreditLine,2,3890,Corporate,1340,2680
C015,2023-07-01,Investment,Agent,BondSafe,16,25472,Corporate,758,12128
C173,2023-10-09,Insurance,Branch,HealthPlus,2,4272,SME,1493,2986
C003,2024-01-07,Banking,Branch,LoanX,6,3030,SME,1244,7464
C130,2025-05-18,Investment,Branch,BondSafe,19,15580,Individual,758,14402
C212,2023-07-16,Investment,Agent,BondSafe,9,33237,Corporate,758,6822
C052,2024-11-05,Investment,Agent,BondSafe,6,4890,SME,758,4548
C047,2023-05-15,Insurance,Branch,TravelCare,6,5292,SME,758,4548
C119,2024-09-07,Banking,Agent,SavingsPro,7,7273,SME,1216,8512
C056,2023-05-01,Banking,Online,LoanX,8,23400,Individual,1244,9952
C023,2023-02-20,Insurance,Branch,TravelCare,12,13476,Individual,758,9096
C115,2023-03-31,Banking,Online,LoanX,9,18126,SME,1244,11196
C282,2024-04-23,Insurance,Branch,LifeSecure,3,8985,SME,1362,4086
C059,2025-04-10,Banking,Branch,CreditLine,5,8065,Corporate,1340,6700
C273,2023-01-13,Insurance,Online,TravelCare,10,5680,Individual,758,7580
C279,2023-09-01,Investment,Agent,GrowthFund,3,7635,SME,1077,3231
C147,2023-10-29,Banking,Branch,SavingsPro,7,7560,SME,1216,8512
C003,2024-09-11,Insurance,Branch,TravelCare,9,9963,Individual,758,6822
C229,2023-10-24,Banking,Online,SavingsPro,11,36388,Corporate,1216,13376
C236,2024-10-06,Investment,Agent,GrowthFund,4,5200,SME,1077,4308
C195,2023-03-14,Banking,Branch,LoanX,2,7582,SME,1244,2488
C125,2024-07-18,Insurance,Online,LifeSecure,2,6218,SME,1362,2724
C197,2023-09-21,Insurance,Online,LifeSecure,18,30564,Corporate,1362,24516
C193,2023-03-22,Investment,Online,EquityMax,5,7945,Individual,1113,5565
C299,2023-09-15,Investment,Online,BondSafe,16,35232,SME,758,12128
C060,2025-02-25,Investment,Online,GrowthFund,6,3978,Corporate,1077,6462
C126,2023-09-18,Insurance,Agent,HealthPlus,20,56580,Individual,1493,29860
C132,2025-06-16,Insurance,Branch,LifeSecure,2,5070,Individual,1362,2724
C270,2023-09-16,Insurance,Online,TravelCare,12,8760,SME,758,9096
C296,2023-07-12,Insurance,Agent,TravelCare,8,29720,Individual,758,6064
C256,2025-04-14,Banking,Branch,LoanX,3,5382,Corporate,1244,3732
C008,2023-05-17,Investment,Agent,GrowthFund,16,8832,SME,1077,17232
C086,2023-07-10,Investment,Branch,EquityMax,19,75278,SME,1113,21147
C262,2023-05-08,Investment,Branch,EquityMax,16,53280,SME,1113,17808
C056,2024-09-28,Insurance,Branch,LifeSecure,6,21930,Individual,1362,8172
C266,2024-06-20,Insurance,Online,HealthPlus,6,3654,Corporate,1493,8958
C133,2023-06-15,Banking,Agent,CreditLine,1,2506,SME,1340,1340
C075,2023-01-10,Investment,Branch,GrowthFund,7,18326,Corporate,1077,7539
C094,2024-04-24,Insurance,Agent,LifeSecure,2,3134,SME,1362,2724
C185,2024-07-22,Banking,Branch,CreditLine,8,23680,Corporate,1340,10720
C037,2023-09-20,Banking,Online,LoanX,5,5010,Individual,1244,6220
C262,2023-11-26,Banking,Branch,LoanX,19,36803,Corporate,1244,23636
C290,2024-11-09,Investment,Online,GrowthFund,7,12803,SME,1077,7539
C097,2024-09-18,Banking,Online,CreditLine,6,21504,Individual,1340,8040
C255,2024-12-26,Banking,Agent,CreditLine,12,41988,SME,1340,16080
C130,2024-11-13,Banking,Branch,LoanX,12,40956,Individual,1244,14928
C300,2023-12-28,Investment,Branch,EquityMax,7,8638,Corporate,1113,7791
C172,2023-06-09,Investment,Online,EquityMax,10,38140,Individual,1113,11130
C085,2023-07-04,Investment,Branch,GrowthFund,17,16439,Corporate,1077,18309
C127,2023-05-09,Investment,Online,BondSafe,15,15450,SME,758,11370
C264,2024-08-21,Investment,Online,BondSafe,16,35632,SME,758,12128
C251,2023-06-09,Insurance,Agent,LifeSecure,8,28992,Individual,1362,10896
C139,2023-06-11,Investment,Branch,GrowthFund,8,12120,Individual,1077,8616
C034,2024-06-05,Banking,Online,LoanX,18,37998,SME,1244,22392
C289,2024-11-24,Investment,Agent,EquityMax,5,7695,SME,1113,5565
C254,2023-05-25,Banking,Branch,CreditLine,5,13175,SME,1340,6700
C084,2023-05-20,Investment,Agent,EquityMax,20,24940,Individual,1113,22260
C281,2024-09-20,Insurance,Agent,TravelCare,18,44676,SME,758,13644
C093,2024-04-01,Investment,Branch,EquityMax,1,2596,SME,1113,1113
C068,2024-09-19,Banking,Online,SavingsPro,14,39480,SME,1216,17024
C255,2024-02-09,Insurance,Agent,HealthPlus,2,2086,Individual,1493,2986
C174,2025-03-18,Investment,Agent,BondSafe,13,36621,Individual,758,9854
C135,2023-07-12,Banking,Online,LoanX,4,5300,Corporate,1244,4976
C091,2025-05-07,Investment,Agent,EquityMax,6,20628,Individual,1113,6678
C108,2025-01-14,Insurance,Branch,TravelCare,1,2303,Corporate,758,758
C187,2024-01-04,Insurance,Agent,TravelCare,17,21386,Individual,758,12886
C300,2023-08-04,Investment,Agent,GrowthFund,15,42390,Corporate,1077,16155
C289,2025-05-20,Insurance,Agent,LifeSecure,4,3336,Individual,1362,5448
C013,2025-03-29,Insurance,Agent,LifeSecure,4,4220,Corporate,1362,5448
C299,2024-11-16,Insurance,Agent,HealthPlus,7,9072,Corporate,1493,10451
C160,2024-06-11,Investment,Online,BondSafe,9,20826,Individual,758,6822
C046,2023-08-02,Insurance,Branch,LifeSecure,9,13302,Individual,1362,12258
C222,2023-10-31,Investment,Branch,GrowthFund,3,10626,Individual,1077,3231
C230,2023-03-07,Insurance,Branch,HealthPlus,4,5776,Corporate,1493,5972
C179,2023-05-30,Banking,Online,CreditLine,13,6968,SME,1340,17420
C160,2023-10-05,Investment,Online,EquityMax,12,8700,Corporate,1113,13356
C086,2023-01-02,Insurance,Branch,LifeSecure,10,37830,SME,1362,13620
C248,2023-07-22,Banking,Online,SavingsPro,5,10990,SME,1216,6080
C240,2023-01-08,Investment,Branch,EquityMax,8,19896,Individual,1113,8904
C104,2025-02-21,Insurance,Agent,LifeSecure,17,44523,SME,1362,23154
C080,2024-09-16,Insurance,Online,LifeSecure,15,22590,Corporate,1362,20430
C017,2025-05-13,Investment,Agent,BondSafe,15,53865,Individual,758,11370
C214,2025-04-24,Insurance,Online,HealthPlus,1,1882,SME,1493,1493
C097,2025-05-28,Insurance,Online,HealthPlus,19,49913,SME,1493,28367
C281,2023-12-22,Investment,Agent,GrowthFund,12,27444,SME,1077,12924
C165,2023-12-18,Investment,Agent,BondSafe,2,3452,Corporate,758,1516
C203,2023-05-29,Investment,Branch,GrowthFund,13,20189,Corporate,1077,14001
C192,2023-02-28,Investment,Online,BondSafe,10,27450,Individual,758,7580
C288,2023-07-25,Investment,Agent,EquityMax,20,21760,Individual,1113,22260
C022,2023-05-23,Banking,Branch,CreditLine,2,1866,Individual,1340,2680
C117,2023-10-23,Investment,Online,EquityMax,2,7934,Corporate,1113,2226
C221,2024-04-24,Investment,Agent,EquityMax,3,7056,Corporate,1113,3339
C210,2023-10-22,Insurance,Agent,HealthPlus,12,13776,Corporate,1493,17916
C189,2023-03-18,Insurance,Online,LifeSecure,7,26978,Individual,1362,9534
C193,2024-07-24,Insurance,Branch,TravelCare,5,9995,Corporate,758,3790
C263,2025-01-05,Banking,Online,SavingsPro,15,15840,Corporate,1216,18240
C063,2023-04-02,Insurance,Online,LifeSecure,20,74780,Individual,1362,27240
C127,2023-09-19,Insurance,Agent,HealthPlus,12,42156,SME,1493,17916
C074,2023-10-14,Insurance,Agent,HealthPlus,4,9852,Corporate,1493,5972
C190,2023-08-13,Banking,Branch,SavingsPro,6,14502,SME,1216,7296
C161,2024-04-12,Banking,Agent,LoanX,18,11502,Individual,1244,22392
C105,2024-08-26,Banking,Online,LoanX,18,17370,SME,1244,22392
C251,2023-04-02,Insurance,Agent,TravelCare,6,19794,Corporate,758,4548
C235,2024-08-24,Banking,Online,SavingsPro,11,24112,SME,1216,13376
C150,2023-07-19,Investment,Online,GrowthFund,11,19833,Corporate,1077,11847
C154,2025-04-02,Insurance,Branch,LifeSecure,3,9561,SME,1362,4086
C099,2023-06-18,Insurance,Branch,LifeSecure,6,5286,Individual,1362,8172
C025,2025-05-02,Investment,Branch,GrowthFund,3,6309,Corporate,1077,3231
C284,2023-03-20,Banking,Online,LoanX,13,29159,SME,1244,16172
C271,2024-02-25,Investment,Online,BondSafe,2,4242,Individual,758,1516
C111,2023-10-12,Insurance,Agent,HealthPlus,1,535,Individual,1493,1493
C167,2024-11-14,Banking,Agent,SavingsPro,6,21084,SME,1216,7296
C258,2024-07-25,Insurance,Agent,HealthPlus,10,10630,Individual,1493,14930
C230,2025-04-29,Investment,Agent,BondSafe,2,3294,Individual,758,1516
C007,2025-06-15,Investment,Branch,GrowthFund,18,39330,SME,1077,19386
C018,2024-06-13,Insurance,Online,LifeSecure,8,7744,Individual,1362,10896
C260,2024-11-29,Investment,Agent,GrowthFund,12,22416,SME,1077,12924
C209,2025-04-18,Investment,Agent,GrowthFund,20,71380,Individual,1077,21540
C114,2025-02-23,Investment,Branch,GrowthFund,19,41306,Corporate,1077,20463
C182,2024-01-01,Insurance,Online,LifeSecure,20,26380,SME,1362,27240
C169,2025-04-11,Insurance,Branch,LifeSecure,19,39026,Corporate,1362,25878
C228,2024-03-08,Insurance,Branch,HealthPlus,9,20367,Corporate,1493,13437
C252,2023-05-14,Banking,Branch,LoanX,4,10732,Corporate,1244,4976
C187,2023-10-16,Investment,Agent,GrowthFund,13,22373,Individual,1077,14001
C009,2025-02-22,Investment,Agent,EquityMax,9,18585,Individual,1113,10017
C172,2023-04-03,Banking,Online,LoanX,19,52991,SME,1244,23636
C021,2023-10-23,Banking,Branch,SavingsPro,3,2886,Corporate,1216,3648
C100,2023-07-02,Banking,Agent,CreditLine,1,2111,Individual,1340,1340
C045,2023-11-02,Investment,Branch,BondSafe,15,53340,SME,758,11370
C266,2024-11-10,Insurance,Online,HealthPlus,10,18990,SME,1493,14930
C079,2023-05-04,Investment,Online,BondSafe,1,3326,Individual,758,758
C181,2023-09-23,Investment,Online,EquityMax,6,23574,SME,1113,6678
C172,2023-05-26,Investment,Branch,EquityMax,8,20864,Corporate,1113,8904
C181,2024-09-25,Banking,Agent,SavingsPro,6,14472,Corporate,1216,7296
C207,2023-09-14,Insurance,Agent,TravelCare,12,12120,Individual,758,9096
C073,2023-11-28,Investment,Online,GrowthFund,10,10560,SME,1077,10770
C275,2024-08-17,Insurance,Online,TravelCare,5,12520,Corporate,758,3790
C187,2024-05-31,Investment,Branch,EquityMax,10,8960,Individual,1113,11130
C178,2023-01-24,Banking,Agent,SavingsPro,1,3066,Corporate,1216,1216
C234,2024-10-01,Insurance,Agent,HealthPlus,4,7584,Corporate,1493,5972
C154,2023-06-03,Investment,Online,EquityMax,13,31798,Individual,1113,14469
C260,2023-02-26,Insurance,Branch,TravelCare,10,6560,Corporate,758,7580
C100,2023-04-11,Banking,Agent,CreditLine,15,50970,SME,1340,20100
C215,2024-01-06,Banking,Agent,SavingsPro,15,51300,Corporate,1216,18240
C280,2023-02-21,Insurance,Online,LifeSecure,13,29081,Individual,1362,17706
C125,2024-07-18,Investment,Agent,GrowthFund,12,35124,Corporate,1077,12924
C264,2023-11-29,Insurance,Agent,TravelCare,7,5117,Individual,758,5306
C255,2023-06-11,Banking,Branch,SavingsPro,20,28480,SME,1216,24320
C285,2024-05-02,Investment,Online,BondSafe,9,35352,Individual,758,6822
C199,2023-11-15,Investment,Branch,BondSafe,9,19080,SME,758,6822
C061,2023-02-09,Insurance,Online,HealthPlus,15,51405,SME,1493,22395
C224,2024-02-08,Insurance,Agent,LifeSecure,3,9027,SME,1362,4086
C164,2024-09-12,Banking,Online,SavingsPro,15,40260,Individual,1216,18240
C252,2024-02-24,Investment,Agent,BondSafe,14,13048,Corporate,758,10612
C184,2024-07-05,Investment,Online,EquityMax,13,42770,Individual,1113,14469
C057,2023-12-26,Banking,Agent,LoanX,20,23020,Individual,1244,24880
C217,2024-05-15,Insurance,Branch,LifeSecure,17,43775,SME,1362,23154
C130,2023-08-21,Banking,Online,CreditLine,18,71478,Corporate,1340,24120
C028,2023-11-08,Investment,Branch,GrowthFund,15,54135,Corporate,1077,16155
C244,2023-09-05,Investment,Branch,EquityMax,2,2224,Corporate,1113,2226
C218,2025-04-28,Investment,Branch,GrowthFund,13,27209,SME,1077,14001
C005,2023-04-07,Banking,Branch,CreditLine,6,16278,SME,1340,8040
C223,2023-12-16,Banking,Branch,LoanX,18,32148,SME,1244,22392
C216,2024-10-13,Banking,Agent,SavingsPro,3,9525,Individual,1216,3648
C062,2023-05-05,Insurance,Branch,TravelCare,3,11031,Corporate,758,2274
C113,2024-06-11,Banking,Branch,SavingsPro,12,29724,SME,1216,14592
C280,2024-07-31,Insurance,Branch,HealthPlus,10,26530,Individual,1493,14930
C240,2023-06-20,Insurance,Branch,LifeSecure,11,32296,SME,1362,14982
C012,2023-01-05,Investment,Agent,EquityMax,20,37840,SME,1113,22260
C107,2023-11-18,Insurance,Online,TravelCare,6,17640,SME,758,4548
C204,2024-12-11,Investment,Online,GrowthFund,18,36540,Corporate,1077,19386
C041,2023-05-21,Banking,Agent,CreditLine,2,4306,SME,1340,2680
C228,2024-09-11,Investment,Branch,EquityMax,14,50162,Individual,1113,15582
C027,2023-08-08,Insurance,Agent,TravelCare,6,9648,SME,758,4548
C202,2024-03-14,Insurance,Branch,TravelCare,14,31976,Corporate,758,10612
C095,2023-05-24,Insurance,Agent,LifeSecure,19,64429,Individual,1362,25878
C084,2024-01-25,Banking,Branch,CreditLine,13,50791,Individual,1340,17420
C129,2023-04-29,Banking,Agent,LoanX,14,45318,Individual,1244,17416
C274,2024-12-31,Insurance,Online,TravelCare,8,14376,Individual,758,6064
C187,2024-04-30,Insurance,Agent,TravelCare,18,37278,Corporate,758,13644
C068,2023-12-20,Investment,Online,GrowthFund,17,38675,Individual,1077,18309
C121,2024-04-22,Insurance,Online,HealthPlus,12,44280,Individual,1493,17916
C215,2023-03-14,Investment,Online,BondSafe,19,52098,SME,758,14402
C195,2023-10-23,Investment,Branch,GrowthFund,18,60570,Corporate,1077,19386
C048,2023-07-19,Insurance,Online,TravelCare,17,58854,Individual,758,12886
C072,2024-10-07,Banking,Branch,LoanX,20,15940,SME,1244,24880
C102,2025-06-20,Insurance,Branch,TravelCare,15,57750,SME,758,11370
C028,2023-01-24,Insurance,Online,LifeSecure,1,3235,Corporate,1362,1362
C028,2024-03-15,Insurance,Online,HealthPlus,3,9894,SME,1493,4479
C224,2023-05-31,Insurance,Agent,LifeSecure,19,45144,SME,1362,25878
C028,2024-12-14,Insurance,Agent,HealthPlus,20,42360,Individual,1493,29860
C291,2023-03-12,Insurance,Online,HealthPlus,19,61522,SME,1493,28367
C099,2024-04-25,Insurance,Agent,HealthPlus,16,34976,Individual,1493,23888
C036,2024-05-25,Banking,Agent,SavingsPro,17,32912,Corporate,1216,20672
C203,2024-11-22,Insurance,Online,TravelCare,3,5439,SME,758,2274
C151,2024-11-06,Insurance,Agent,TravelCare,16,9216,Corporate,758,12128
C072,2025-02-06,Banking,Online,SavingsPro,13,34632,Corporate,1216,15808
C285,2025-04-03,Banking,Agent,CreditLine,19,40432,Corporate,1340,25460
C014,2023-04-23,Banking,Branch,CreditLine,12,33216,Individual,1340,16080
C060,2023-08-29,Insurance,Agent,TravelCare,4,6132,Corporate,758,3032
C125,2024-10-11,Banking,Branch,LoanX,7,25074,Corporate,1244,8708
C101,2023-03-07,Insurance,Branch,HealthPlus,8,11576,Corporate,1493,11944
C153,2024-10-24,Investment,Branch,GrowthFund,16,53424,SME,1077,17232
C220,2023-11-19,Investment,Online,BondSafe,11,23232,SME,758,8338
C238,2023-07-04,Banking,Agent,LoanX,15,42990,Corporate,1244,18660
C171,2024-07-18,Investment,Branch,EquityMax,5,19005,SME,1113,5565
C292,2025-02-05,Insurance,Online,TravelCare,10,26370,Individual,758,7580
C177,2023-03-06,Investment,Branch,EquityMax,9,29358,Individual,1113,10017
C055,2023-07-14,Banking,Branch,CreditLine,13,15639,Individual,1340,17420
C063,2025-03-09,Insurance,Online,TravelCare,2,1706,Corporate,758,1516
C206,2024-11-11,Investment,Online,GrowthFund,5,12920,Corporate,1077,5385
C087,2023-12-08,Insurance,Online,TravelCare,16,50848,Corporate,758,12128
C242,2023-03-16,Insurance,Online,TravelCare,7,6755,Individual,758,5306
C107,2023-01-23,Banking,Online,SavingsPro,12,18408,Individual,1216,14592
C249,2024-06-22,Investment,Agent,EquityMax,15,38010,SME,1113,16695
C220,2024-12-02,Investment,Online,GrowthFund,2,5472,Individual,1077,2154
C238,2025-01-22,Banking,Agent,SavingsPro,5,4225,SME,1216,6080
C251,2024-06-16,Insurance,Branch,TravelCare,10,8910,Corporate,758,7580
C034,2025-02-04,Investment,Online,EquityMax,19,46759,Corporate,1113,21147
